Name,Emission from Bioenergy (gCO2/h),Emission from Coal (gCO2/h),Emission from Gas (gCO2/h),Emission from Hydro (gCO2/h),Emission from Nuclear (gCO2/h),Emission from Oil (gCO2/h),Emission from Solar (gCO2/h),Emission from Wind (gCO2/h),Total (gCO2/h)
Excalibur,3765.5855600663463,191012.5167498617,304608.6815481107,1937.000819289015,3209.6375133265065,6830.337134182927,3942.884553676702,1686.9363123757068,516993.5801908896
CLAIX (2018),14511.128251352042,152159.41946155825,51054.77921511915,640.9540918005504,143.95144515541097,16558.52909130529,4051.0404405792506,2164.5293324947,241284.33132936462
Centennial,2145.1131429378206,108812.68095221285,173524.16398959764,1103.4368623574667,1828.4103505489452,3890.9873971828947,2246.1137430719796,960.9844729998467,294511.89091090945
Greene-H100,132.79149504006702,6735.961051999857,10741.873097751259,68.30736696438018,113.18626469446104,240.86842941363332,139.0438555441804,59.488966957319846,18231.520528365156
PAI-ASystem,3365.464042310493,368298.0201044654,11790.760487505262,2337.7566258157067,408.08466328878944,3450.7711222156368,2193.4362905791872,796.9429647585146,392641.23630093905
Cannon2-A100,224.3248857980006,11379.069821254161,18146.263472540915,115.39174469587303,191.20573869453162,406.8994245772579,234.88700843717993,100.49480740400793,30798.536903401928
NVIDIA DGX SuperPOD,231.055659971051,11720.494041726974,18690.734502065163,118.85402562925815,196.94278674056545,419.10827126063424,241.93469467292675,103.51011197797152,31722.634094044544
Ares,5394.730755555547,243717.54275555554,20851.605185185188,164.79331555555552,0.0,8949.384888888879,1695.016959999999,765.0829718518515,281538.15683259256
HoreKa-Blue,10369.045634818436,108726.76037560175,36481.61096693674,457.9989999801895,102.86168505715236,11832.032686859879,2894.7041518255114,1546.6821764496124,172411.69667752925
Makman-3,0.0,0.0,186731.03711308964,0.0,0.0,131172.7168761234,298.09204373136566,23.975480044049302,318225.8215129884
Champollion,255.853805605804,207.39966155102795,1803.3536402715354,149.47951216665683,471.6375094824065,682.1987512400044,130.73485440858943,65.4581762657797,3766.1159109918044
VSC-5,6327.473118279566,379.13978494621506,27073.817204301078,7359.010752688173,0.0,14610.752688172028,1908.6451612903206,713.3915770609319,58372.23028673831
Taiwania 3,935.3095001243416,200485.56453618497,109898.16513305146,199.04123352399847,475.72777915941276,3990.44018900769,1304.8258642128812,106.20139890574436,317395.27563417045
Wilkes-3,1969.9179869842244,842.3673447136161,12462.644205935465,31.759566595113874,125.36830828989062,1908.3066544004905,164.08097311663062,239.94008450032368,17744.385124535755
MeluXina - Cluster Module,15981.792105263161,0.0,4864.023684210524,555.8884210526313,0.0,11911.8947368421,4447.107368421052,1864.5424122807017,39625.248728070175
Béluga,775.5300047251515,10021.332493306027,16885.20396912899,3314.92581508899,403.30886753819493,591.9672389352623,135.72153094975488,165.62608284769232,32293.616002520062
SSC-21 Scalable Module,712.0921180742096,27871.384118920854,13907.532403653588,14.893254530356923,363.25452840326284,691.328774483462,236.44047867923572,6.577015500089529,43803.502692245056
Cumulus,14059.473917339601,6012.048110668146,88946.96241779959,226.67075539200582,894.7643872022895,13619.748543391595,1171.0600020443605,1712.4729973764008,126643.20113121398
Tethys,183.68334098210082,9317.49303962062,14858.655958390696,94.48591096833397,156.56447911886178,333.1803579623676,192.33189536484616,82.28789199938808,25218.68287440722
Makman-2,0.0,0.0,348277.9540892165,0.0,0.0,244654.37654198016,555.9808841963301,44.717424950578796,593533.0289403435
,3365.464042310493,368298.0201044654,11790.760487505262,2337.7566258157067,408.08466328878944,3450.7711222156368,2193.4362905791872,796.9429647585146,392641.23630093905
MN-3,595.475040206805,14116.815498613727,8576.329634636066,93.1164550917109,48.86121616954932,1080.5117857741882,276.0052996023718,5.520600240747498,24792.635530335163
Marvin (Scalable GPU Partition),1902.6656708730357,19950.7921710018,6694.184908575843,84.04042235385006,18.87458150914239,2171.116147308781,531.1630800927118,283.8080942570177,31636.645075972185
Rockfish,1156.0489991880472,58641.564585024884,93516.01652134003,594.6665725279761,985.370847601228,2096.939315847069,1210.4804603381926,517.8958237723724,158718.9831256398
,7390.377119938582,808762.5441483193,25891.872692156827,5133.587185068276,896.1318619517336,7577.70685621677,4816.66752998808,1750.0436726116031,862218.9310662511
Lise GPU-X,2793.6097347411783,29292.969373402797,9828.810396402463,123.39327165752088,27.71281126805202,3187.765090433644,779.8860167594445,416.70434646090445,46450.85104112601
Phoenix - 2022,193.16485867074007,26136.845079850118,5239.59679144385,94.54280039288435,0.0,814.3518498308385,562.8176099530721,95.23142511550068,33136.55041525701
HSUper,8276.197270151943,86781.76845817071,29118.30266051229,365.5582400602229,82.10047742625636,9443.900631945953,2310.4481784504446,1234.505783593177,137612.781700311
