Name,Emission from Bioenergy (gCO2/h),Emission from Coal (gCO2/h),Emission from Gas (gCO2/h),Emission from Hydro (gCO2/h),Emission from Nuclear (gCO2/h),Emission from Oil (gCO2/h),Emission from Solar (gCO2/h),Emission from Wind (gCO2/h),Total (gCO2/h)
Cannon2-A100,112.1624428990003,5689.5349106270805,9073.131736270458,57.695872347936515,95.60286934726581,203.44971228862894,117.44350421858996,50.247403702003965,30798.536903401928
NVIDIA DGX SuperPOD,115.5278299855255,5860.247020863487,9345.367251032581,59.42701281462907,98.47139337028273,209.55413563031712,120.96734733646338,51.75505598898576,31722.634094044544
Ares,2697.3653777777736,121858.77137777777,10425.802592592594,82.39665777777776,0.0,4474.692444444439,847.5084799999995,382.54148592592577,281538.15683259256
HoreKa-Blue,5184.522817409218,54363.380187800874,18240.80548346837,228.99949999009476,51.43084252857618,5916.016343429939,1447.3520759127557,773.3410882248062,172411.69667752925
Makman-3,0.0,0.0,93365.51855654482,0.0,0.0,65586.3584380617,149.04602186568283,11.987740022024651,318225.8215129884
Champollion,127.926902802902,103.69983077551397,901.6768201357677,74.73975608332842,235.81875474120324,341.0993756200022,65.36742720429471,32.72908813288985,3766.1159109918044
VSC-5,3163.736559139783,189.56989247310753,13536.908602150539,3679.5053763440865,0.0,7305.376344086014,954.3225806451603,356.69578853046596,58372.23028673831
Taiwania 3,467.6547500621708,100242.78226809249,54949.08256652573,99.52061676199924,237.86388957970638,1995.220094503845,652.4129321064406,53.10069945287218,317395.27563417045
Wilkes-3,984.9589934921122,421.1836723568081,6231.3221029677325,15.879783297556937,62.68415414494531,954.1533272002453,82.04048655831531,119.97004225016184,17744.385124535755
MeluXina - Cluster Module,7990.8960526315805,0.0,2432.011842105262,277.94421052631566,0.0,5955.94736842105,2223.553684210526,932.2712061403508,39625.248728070175
Béluga,387.76500236257573,5010.666246653013,8442.601984564495,1657.462907544495,201.65443376909747,295.9836194676312,67.86076547487744,82.81304142384616,32293.616002520062
SSC-21 Scalable Module,356.0460590371048,13935.692059460427,6953.766201826794,7.446627265178462,181.62726420163142,345.664387241731,118.22023933961786,3.2885077500447646,43803.502692245056
Cumulus,7029.7369586698005,3006.024055334073,44473.48120889979,113.33537769600291,447.38219360114476,6809.874271695798,585.5300010221803,856.2364986882004,126643.20113121398
Tethys,91.84167049105041,4658.74651981031,7429.327979195348,47.242955484166984,78.28223955943089,166.5901789811838,96.16594768242308,41.14394599969404,25218.68287440722
Makman-2,0.0,0.0,174138.97704460824,0.0,0.0,122327.18827099008,277.99044209816503,22.358712475289398,593533.0289403435
,1682.7320211552465,184149.0100522327,5895.380243752631,1168.8783129078533,204.04233164439472,1725.3855611078184,1096.7181452895936,398.4714823792573,392641.23630093905
MN-3,297.7375201034025,7058.4077493068635,4288.164817318033,46.55822754585545,24.43060808477466,540.2558928870941,138.0026498011859,2.760300120373749,24792.635530335163
Marvin (Scalable GPU Partition),951.3328354365178,9975.3960855009,3347.0924542879216,42.02021117692503,9.437290754571196,1085.5580736543905,265.5815400463559,141.90404712850884,31636.645075972185
Rockfish,578.0244995940236,29320.782292512442,46758.008260670016,297.33328626398804,492.685423800614,1048.4696579235344,605.2402301690963,258.9479118861862,158718.9831256398
,3695.188559969291,404381.27207415964,12945.936346078413,2566.793592534138,448.0659309758668,3788.853428108385,2408.33376499404,875.0218363058016,862218.9310662511
Lise GPU-X,1396.8048673705891,14646.484686701398,4914.4051982012315,61.69663582876044,13.85640563402601,1593.882545216822,389.94300837972224,208.35217323045222,46450.85104112601
Phoenix - 2022,96.58242933537004,13068.422539925059,2619.798395721925,47.27140019644217,0.0,407.1759249154193,281.40880497653603,47.61571255775034,33136.55041525701
HSUper,4138.098635075971,43390.88422908536,14559.151330256145,182.77912003011144,41.05023871312818,4721.950315972977,1155.2240892252223,617.2528917965885,137612.781700311
